product_code,product_name,txn_date,txn_nep_month,txn_nep_date,account_id,amount,channel,theater,user_type,last_txn_before_bhadra,first_active_after_bhadra,active_difference,churn_or_not,day_of_week
NP-ES-MOVIES-CINEM,Q's Cinemas,2025-10-14,Ashoj,28,457328,400.0,GPRS,Q's Cinemas,Old User,15/08/2025,18/08/2025,3.0,Not Churn,Tuesday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-08-23,Bhadra,7,473764,660.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Old User,09/06/2025,23/08/2025,75.0,3 Months Churn,Saturday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-09-30,Ashoj,14,473764,990.0,GPRS,Regal Cinemas ( Butwal),Old User,09/06/2025,23/08/2025,75.0,3 Months Churn,Tuesday
NP-ES-MOVIES-QFXPKR,QFX Cinemas,2025-10-06,Ashoj,20,474512,400.0,GPRS,QFX Cinemas,Old User,14/08/2025,20/08/2025,6.0,Not Churn,Monday
eSewa_MidTown,MIDTOWN CINEMAS,2025-09-05,Bhadra,20,474512,780.0,WEB,MIDTOWN CINEMAS,Old User,14/08/2025,20/08/2025,6.0,Not Churn,Friday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-08-19,Bhadra,3,494476,800.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Deleted User,16/08/2025,17/08/2025,1.0,Not Churn,Tuesday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-06,Ashoj,20,494476,900.0,GPRS,Regal Cinemas ( Butwal),Deleted User,16/08/2025,17/08/2025,1.0,Not Churn,Monday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-06,Ashoj,20,509342,1050.0,GPRS,QFX Civil,Old User,15/08/2025,20/08/2025,5.0,Not Churn,Monday
QFX_civil,QFX Civil,2025-08-23,Bhadra,7,509342,1320.0,WEB,QFX Civil,Old User,15/08/2025,20/08/2025,5.0,Not Churn,Saturday
NP-ES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-09-07,Bhadra,22,518069,1600.0,WEB,Chitwan Cineplex Pvt. Ltd.,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Sunday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-10-07,Ashoj,21,518069,1920.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Tuesday
NP-ES-MOVIES-CINEM,Q's Cinemas,2025-09-27,Ashoj,11,529074,780.0,GPRS,Q's Cinemas,Old User,15/08/2025,19/08/2025,4.0,Not Churn,Saturday
NP-ES-MOVIES-CINEM,Q's Cinemas,2025-09-29,Ashoj,13,529074,1170.0,GPRS,Q's Cinemas,Old User,15/08/2025,19/08/2025,4.0,Not Churn,Monday
NP-ES-ELEMENTS,Elements Movies (QFX),2025-08-19,Bhadra,3,529074,540.0,WEB,Elements Movies (QFX),Old User,15/08/2025,19/08/2025,4.0,Not Churn,Tuesday
QFX_labim,QFX Labim,2025-08-30,Bhadra,14,537292,1120.0,WEB,QFX Labim,Old User,12/08/2025,30/08/2025,18.0,Not Churn,Saturday
NP-ES-MOVIES-CINEM,Q's Cinemas,2025-10-10,Ashoj,24,537292,1170.0,GPRS,Q's Cinemas,Old User,12/08/2025,30/08/2025,18.0,Not Churn,Friday
QFX_civil,QFX Civil,2025-08-30,Bhadra,14,541941,880.0,WEB,QFX Civil,Old User,14/08/2025,17/08/2025,3.0,Not Churn,Saturday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-09-25,Ashoj,9,541941,390.0,GPRS,Qfx Labim,Old User,14/08/2025,17/08/2025,3.0,Not Churn,Thursday
NP-ES-QFXDURBAR,QFX Durbar Cinemax,2025-08-26,Bhadra,10,541941,800.0,WEB,QFX Durbar Cinemax,Old User,14/08/2025,17/08/2025,3.0,Not Churn,Tuesday
eSewa_QFXChhaya,QFX Chhaya Centre,2025-10-04,Ashoj,18,541941,1120.0,WEB,QFX Chhaya Centre,Old User,14/08/2025,17/08/2025,3.0,Not Churn,Saturday
NP-ES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-08-23,Bhadra,7,542637,380.0,WEB,Chitwan Cineplex Pvt. Ltd.,Deleted User,15/08/2025,17/08/2025,2.0,Not Churn,Saturday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-10-03,Ashoj,17,542637,570.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Deleted User,15/08/2025,17/08/2025,2.0,Not Churn,Friday
NP-ES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-08-28,Bhadra,12,542637,1200.0,WEB,Chitwan Cineplex Pvt. Ltd.,Deleted User,15/08/2025,17/08/2025,2.0,Not Churn,Thursday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-09-30,Ashoj,14,543124,880.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,13/08/2025,18/08/2025,5.0,Not Churn,Tuesday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-28,Bhadra,12,543124,750.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,13/08/2025,18/08/2025,5.0,Not Churn,Thursday
NP-ES-MOVIES-QFXBIRGUNJ,Skyline moives (QFX Birgunj ),2025-10-01,Ashoj,15,549435,1140.0,GPRS,Skyline moives (QFX Birgunj ),Old User,10/08/2025,19/08/2025,9.0,Not Churn,Wednesday
NP-ES-QFXBIRGUNJ,Skyline moives (QFX Birgunj ),2025-08-23,Bhadra,7,549435,900.0,WEB,Skyline moives (QFX Birgunj ),Old User,10/08/2025,19/08/2025,9.0,Not Churn,Saturday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-28,Bhadra,12,551554,500.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,15/08/2025,18/08/2025,3.0,Not Churn,Thursday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-09-27,Ashoj,11,551554,880.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,15/08/2025,18/08/2025,3.0,Not Churn,Saturday
NP-ES-SCREEN,iNi Cinemas - NB Center,2025-10-14,Ashoj,28,551554,400.0,WEB,iNi Cinemas - NB Center,Old User,15/08/2025,18/08/2025,3.0,Not Churn,Tuesday
NP-ES-MOVIES-QFXBIRGUNJ,Skyline moives (QFX Birgunj ),2025-10-05,Ashoj,19,552612,2400.0,GPRS,Skyline moives (QFX Birgunj ),Deleted User,16/08/2025,17/08/2025,1.0,Not Churn,Sunday
NP-ES-QFXBIRGUNJ,Skyline moives (QFX Birgunj ),2025-08-21,Bhadra,5,552612,1000.0,WEB,Skyline moives (QFX Birgunj ),Deleted User,16/08/2025,17/08/2025,1.0,Not Churn,Thursday
QFX_civil,QFX Civil,2025-08-30,Bhadra,14,559290,880.0,WEB,QFX Civil,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Saturday
NP-ES-MOVIES-CINEM,Q's Cinemas,2025-10-06,Ashoj,20,559290,780.0,GPRS,Q's Cinemas,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Monday
NP-ES-MOVIES-CINEM,Q's Cinemas,2025-10-07,Ashoj,21,559290,600.0,GPRS,Q's Cinemas,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Tuesday
Qfx_Jalma,QFX Jalma Bharatpur,2025-08-21,Bhadra,5,571735,1520.0,WEB,QFX Jalma Bharatpur,Old User,07/08/2025,21/08/2025,14.0,Not Churn,Thursday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-10-04,Ashoj,18,571735,3420.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,07/08/2025,21/08/2025,14.0,Not Churn,Saturday
NP-ES-INFINITYMOV,Infinity Movies Pvt. Ltd.,2025-10-03,Ashoj,17,584196,300.0,WEB,Infinity Movies Pvt. Ltd.,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Friday
NP-ES-LOTSE,iNi Cinemas - Lotse,2025-09-02,Bhadra,17,584196,400.0,WEB,iNi Cinemas - Lotse,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Tuesday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-01,Ashoj,15,584196,1760.0,GPRS,QFX Civil,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Wednesday
NP-ES-ONECINEMA,One Cinema- Baneshwor ( Ticket Purchase),2025-09-19,Ashoj,3,584196,900.0,WEB,One Cinema- Baneshwor ( Ticket Purchase),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Friday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-27,Bhadra,11,590385,1360.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,09/08/2025,27/08/2025,18.0,Not Churn,Wednesday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-03,Ashoj,17,590385,2000.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,09/08/2025,27/08/2025,18.0,Not Churn,Friday
NP-ES-MOVIES-QFXBIRGUNJ,Skyline moives (QFX Birgunj ),2025-10-11,Ashoj,25,598685,1140.0,GPRS,Skyline moives (QFX Birgunj ),Old User,09/07/2025,17/08/2025,39.0,1 Months Churn,Saturday
NP-ES-QFXBIRGUNJ,Skyline moives (QFX Birgunj ),2025-09-07,Bhadra,22,598685,760.0,WEB,Skyline moives (QFX Birgunj ),Old User,09/07/2025,17/08/2025,39.0,1 Months Churn,Sunday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-09-30,Ashoj,14,599665,2640.0,GPRS,Regal Cinemas ( Butwal),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Tuesday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-08-26,Bhadra,10,599665,1400.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Tuesday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-05,Ashoj,19,599735,1700.0,GPRS,Regal Cinemas ( Butwal),Old User,27/07/2025,25/08/2025,29.0,Not Churn,Sunday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-08-28,Bhadra,12,599735,1630.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Old User,27/07/2025,25/08/2025,29.0,Not Churn,Thursday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-09-02,Bhadra,17,604529,400.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Old User,13/08/2025,21/08/2025,8.0,Not Churn,Tuesday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-01,Ashoj,15,604529,2640.0,GPRS,Regal Cinemas ( Butwal),Old User,13/08/2025,21/08/2025,8.0,Not Churn,Wednesday
eSewa_CentralM,Central Multiplex,2025-10-08,Ashoj,22,606481,400.0,WEB,Central Multiplex,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Wednesday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-09-02,Bhadra,17,606481,1050.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,15/08/2025,17/08/2025,2.0,Not Churn,Tuesday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-11,Ashoj,25,606481,520.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Saturday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-09,Ashoj,23,609536,500.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,13/08/2025,27/08/2025,14.0,Not Churn,Thursday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-27,Bhadra,11,609536,250.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,13/08/2025,27/08/2025,14.0,Not Churn,Wednesday
QFX_civil,QFX Civil,2025-08-21,Bhadra,5,610384,440.0,WEB,QFX Civil,Deleted User,16/08/2025,17/08/2025,1.0,Not Churn,Thursday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-10,Ashoj,24,610384,880.0,GPRS,QFX Civil,Deleted User,16/08/2025,17/08/2025,1.0,Not Churn,Friday
eSewa_QFXChhaya,QFX Chhaya Centre,2025-09-04,Bhadra,19,610384,780.0,WEB,QFX Chhaya Centre,Deleted User,16/08/2025,17/08/2025,1.0,Not Churn,Thursday
NP-ES-ELEMENTS,Elements Movies (QFX),2025-08-23,Bhadra,7,610384,820.0,WEB,Elements Movies (QFX),Deleted User,16/08/2025,17/08/2025,1.0,Not Churn,Saturday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-09-28,Ashoj,12,610384,880.0,GPRS,QFX Civil,Deleted User,16/08/2025,17/08/2025,1.0,Not Churn,Sunday
bigmovies,Bigmovies,2025-09-17,Bhadra,1,610384,370.0,WEB,Bigmovies,Deleted User,16/08/2025,17/08/2025,1.0,Not Churn,Wednesday
FCUBECINEMAS,FCube Cinemas,2025-10-06,Ashoj,20,612336,2880.0,WEB,FCube Cinemas,Deleted User,15/08/2025,20/08/2025,5.0,Not Churn,Monday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-28,Bhadra,12,612336,1760.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Deleted User,15/08/2025,20/08/2025,5.0,Not Churn,Thursday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-10,Ashoj,24,612336,1040.0,GPRS,Regal Cinemas Pvt. Ltd.,Deleted User,15/08/2025,20/08/2025,5.0,Not Churn,Friday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-29,Bhadra,13,612336,440.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Deleted User,15/08/2025,20/08/2025,5.0,Not Churn,Friday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-10-11,Ashoj,25,618458,1120.0,GPRS,Qfx Labim,Deleted User,16/08/2025,17/08/2025,1.0,Not Churn,Saturday
QFX_labim,QFX Labim,2025-08-29,Bhadra,13,618458,960.0,WEB,QFX Labim,Deleted User,16/08/2025,17/08/2025,1.0,Not Churn,Friday
eSewa_MidTown,MIDTOWN CINEMAS,2025-09-03,Bhadra,18,624270,200.0,WEB,MIDTOWN CINEMAS,Old User,15/08/2025,19/08/2025,4.0,Not Churn,Wednesday
NP-ES-MOVIES-QFXPKR,QFX Cinemas,2025-10-04,Ashoj,18,624270,780.0,GPRS,QFX Cinemas,Old User,15/08/2025,19/08/2025,4.0,Not Churn,Saturday
eSewa_MidTown,MIDTOWN CINEMAS,2025-10-10,Ashoj,24,624270,1170.0,WEB,MIDTOWN CINEMAS,Old User,15/08/2025,19/08/2025,4.0,Not Churn,Friday
Qfx_Jalma,QFX Jalma Bharatpur,2025-09-16,Bhadra,31,636281,190.0,WEB,QFX Jalma Bharatpur,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Tuesday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-10-09,Ashoj,23,636281,400.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Thursday
NP-ES-OCULARH,Ocular Holding,2025-10-03,Ashoj,17,637884,1320.0,WEB,Ocular Holding,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Friday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-10-03,Ashoj,17,637884,960.0,GPRS,Qfx Labim,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Friday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-10-04,Ashoj,18,637884,480.0,GPRS,Qfx Labim,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Saturday
QFX_civil,QFX Civil,2025-09-05,Bhadra,20,637884,220.0,WEB,QFX Civil,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Friday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-09-04,Bhadra,19,639425,500.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,16/08/2025,20/08/2025,4.0,Not Churn,Thursday
NP-ES-BISHWOJYOTI,Bishwojyoti Cineplex Pvt. Ltd,2025-08-26,Bhadra,10,639425,525.0,WEB,Bishwojyoti Cineplex Pvt. Ltd,Old User,16/08/2025,20/08/2025,4.0,Not Churn,Tuesday
bigmovies,Bigmovies,2025-10-05,Ashoj,19,639425,2100.0,WEB,Bigmovies,Old User,16/08/2025,20/08/2025,4.0,Not Churn,Sunday
NP-ES-SCREEN,iNi Cinemas - NB Center,2025-10-06,Ashoj,20,639425,700.0,WEB,iNi Cinemas - NB Center,Old User,16/08/2025,20/08/2025,4.0,Not Churn,Monday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-09,Ashoj,23,639425,1000.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,16/08/2025,20/08/2025,4.0,Not Churn,Thursday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-08,Ashoj,22,639425,500.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,16/08/2025,20/08/2025,4.0,Not Churn,Wednesday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-09-05,Bhadra,20,639425,1760.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,16/08/2025,20/08/2025,4.0,Not Churn,Friday
NP-ES-QBOX,iNi Cinemas - Butwal,2025-09-06,Bhadra,21,653522,990.0,WEB,iNi Cinemas - Butwal,Old User,26/07/2025,23/08/2025,28.0,Not Churn,Saturday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-13,Ashoj,27,653522,400.0,GPRS,Regal Cinemas ( Butwal),Old User,26/07/2025,23/08/2025,28.0,Not Churn,Monday
NP-ES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-09-20,Ashoj,4,654831,1140.0,WEB,Chitwan Cineplex Pvt. Ltd.,Deleted User,16/08/2025,17/08/2025,1.0,Not Churn,Saturday
NP-ES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-09-03,Bhadra,18,654831,2800.0,WEB,Chitwan Cineplex Pvt. Ltd.,Deleted User,16/08/2025,17/08/2025,1.0,Not Churn,Wednesday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-10-07,Ashoj,21,654831,800.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Deleted User,16/08/2025,17/08/2025,1.0,Not Churn,Tuesday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-10-04,Ashoj,18,654952,320.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Saturday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-09-27,Ashoj,11,654952,570.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Saturday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-10-03,Ashoj,17,654952,380.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Friday
NP-ES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-08-23,Bhadra,7,654952,1140.0,WEB,Chitwan Cineplex Pvt. Ltd.,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Saturday
NP-ES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-08-27,Bhadra,11,656535,600.0,WEB,Chitwan Cineplex Pvt. Ltd.,Old User,15/08/2025,21/08/2025,6.0,Not Churn,Wednesday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-10-09,Ashoj,23,656535,400.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,15/08/2025,21/08/2025,6.0,Not Churn,Thursday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-09-03,Bhadra,18,657063,500.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,12/08/2025,18/08/2025,6.0,Not Churn,Wednesday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-08,Ashoj,22,657063,1330.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,12/08/2025,18/08/2025,6.0,Not Churn,Wednesday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-09-04,Bhadra,19,657745,2250.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,15/08/2025,18/08/2025,3.0,Not Churn,Thursday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-20,Bhadra,4,657745,1500.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,15/08/2025,18/08/2025,3.0,Not Churn,Wednesday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-08,Ashoj,22,657745,3500.0,GPRS,QFX Civil,Old User,15/08/2025,18/08/2025,3.0,Not Churn,Wednesday
FCUBECINEMAS,FCube Cinemas,2025-09-16,Bhadra,31,664978,240.0,WEB,FCube Cinemas,Old User,16/08/2025,18/08/2025,2.0,Not Churn,Tuesday
NP-ES-INFINITYMOV,Infinity Movies Pvt. Ltd.,2025-10-08,Ashoj,22,664978,300.0,WEB,Infinity Movies Pvt. Ltd.,Old User,16/08/2025,18/08/2025,2.0,Not Churn,Wednesday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-09-23,Ashoj,7,664978,350.0,GPRS,QFX Civil,Old User,16/08/2025,18/08/2025,2.0,Not Churn,Tuesday
bigmovies,Bigmovies,2025-10-05,Ashoj,19,664978,185.0,WEB,Bigmovies,Old User,16/08/2025,18/08/2025,2.0,Not Churn,Sunday
bigmovies,Bigmovies,2025-09-23,Ashoj,7,664978,185.0,WEB,Bigmovies,Old User,16/08/2025,18/08/2025,2.0,Not Churn,Tuesday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-28,Bhadra,12,666776,750.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,03/08/2025,20/08/2025,17.0,Not Churn,Thursday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-09-30,Ashoj,14,666776,880.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,03/08/2025,20/08/2025,17.0,Not Churn,Tuesday
NP-ES-ONECINEMA,One Cinema- Baneshwor ( Ticket Purchase),2025-10-08,Ashoj,22,667854,500.0,WEB,One Cinema- Baneshwor ( Ticket Purchase),Old User,03/08/2025,21/08/2025,18.0,Not Churn,Wednesday
QFX_civil,QFX Civil,2025-08-21,Bhadra,5,667854,500.0,WEB,QFX Civil,Old User,03/08/2025,21/08/2025,18.0,Not Churn,Thursday
QFX_civil,QFX Civil,2025-09-06,Bhadra,21,667854,1040.0,WEB,QFX Civil,Old User,03/08/2025,21/08/2025,18.0,Not Churn,Saturday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-10-11,Ashoj,25,667854,1440.0,GPRS,Qfx Labim,Old User,03/08/2025,21/08/2025,18.0,Not Churn,Saturday
NP-ES-CDC,Cine De Chef,2025-10-05,Ashoj,19,669249,600.0,WEB,Cine De Chef,Old User,11/08/2025,26/08/2025,15.0,Not Churn,Sunday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-30,Bhadra,14,669249,1760.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,11/08/2025,26/08/2025,15.0,Not Churn,Saturday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-26,Bhadra,10,669249,1050.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,11/08/2025,26/08/2025,15.0,Not Churn,Tuesday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-03,Ashoj,17,669249,1560.0,GPRS,QFX Civil,Old User,11/08/2025,26/08/2025,15.0,Not Churn,Friday
NP-ES-QSCINEMA,Q's Cinema_QFX,2025-08-31,Bhadra,15,671699,780.0,WEB,Q's Cinema_QFX,Old User,10/08/2025,18/08/2025,8.0,Not Churn,Sunday
NP-ES-MOVIES-CINEM,Q's Cinemas,2025-10-11,Ashoj,25,671699,1560.0,GPRS,Q's Cinemas,Old User,10/08/2025,18/08/2025,8.0,Not Churn,Saturday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-05,Ashoj,19,675473,1320.0,GPRS,QFX Civil,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Sunday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-29,Bhadra,13,675473,3080.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,15/08/2025,17/08/2025,2.0,Not Churn,Friday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-26,Bhadra,10,675473,565.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,15/08/2025,17/08/2025,2.0,Not Churn,Tuesday
FCUBECINEMAS,FCube Cinemas,2025-09-03,Bhadra,18,689684,1160.0,WEB,FCube Cinemas,Old User,16/08/2025,22/08/2025,6.0,Not Churn,Wednesday
NP-ES-MOVIES-CINEM,Q's Cinemas,2025-10-05,Ashoj,19,689684,780.0,GPRS,Q's Cinemas,Old User,16/08/2025,22/08/2025,6.0,Not Churn,Sunday
QFX_civil,QFX Civil,2025-08-29,Bhadra,13,698078,220.0,WEB,QFX Civil,Old User,16/08/2025,18/08/2025,2.0,Not Churn,Friday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-02,Ashoj,16,698078,1440.0,GPRS,QFX Civil,Old User,16/08/2025,18/08/2025,2.0,Not Churn,Thursday
NP-ES-ONECINEMA,One Cinema- Baneshwor ( Ticket Purchase),2025-09-03,Bhadra,18,698078,400.0,WEB,One Cinema- Baneshwor ( Ticket Purchase),Old User,16/08/2025,18/08/2025,2.0,Not Churn,Wednesday
NP-ES-ELEMENTS,Elements Movies (QFX),2025-08-23,Bhadra,7,698078,3420.0,WEB,Elements Movies (QFX),Old User,16/08/2025,18/08/2025,2.0,Not Churn,Saturday
NP-ES-ONECINEMA,One Cinema- Baneshwor ( Ticket Purchase),2025-08-23,Bhadra,7,698078,450.0,WEB,One Cinema- Baneshwor ( Ticket Purchase),Old User,16/08/2025,18/08/2025,2.0,Not Churn,Saturday
QFX_civil,QFX Civil,2025-09-20,Ashoj,4,698078,440.0,WEB,QFX Civil,Old User,16/08/2025,18/08/2025,2.0,Not Churn,Saturday
QFX_labim,QFX Labim,2025-08-22,Bhadra,6,698324,240.0,WEB,QFX Labim,Old User,15/08/2025,18/08/2025,3.0,Not Churn,Friday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-10-08,Ashoj,22,698324,195.0,GPRS,Qfx Labim,Old User,15/08/2025,18/08/2025,3.0,Not Churn,Wednesday
bigmovies,Bigmovies,2025-10-03,Ashoj,17,698324,700.0,WEB,Bigmovies,Old User,15/08/2025,18/08/2025,3.0,Not Churn,Friday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-10-05,Ashoj,19,698324,480.0,GPRS,Qfx Labim,Old User,15/08/2025,18/08/2025,3.0,Not Churn,Sunday
